question,company,rating,position,date,comments
"By showing some metrics.
What do you see in this.
Even before doing with data you should see pattern in it.",Interviewed at Lightbulb,5.0,Data Analyst/Data Scientist,2 Apr 2024,0
tell me about your self,Interviewed at Titan Technologies,3.5,Data Analyst,14 Feb 2024,0
What type of role did I see myself in 5 years from now.,Interviewed at Scotch Plaid,3.0,Data Analyst,9 Sept 2020,0
"1.Tell us something about yourself
2.Why do you choose us?
3.Why do you think you match the role?
4.SQL Join
5.PBI questions",Interviewed at DataTech Services,4.4,Data Analyst,25 Dec 2021,0
Based on my resume experience.,Interviewed at Castle Hall,3.3,Data Analyst,7 Sept 2023,0
Business CAse studies on a phone interview.,Interviewed at Fashom,3.7,Business Data Analyst,6 Apr 2019,0
Why do you want to work for Montage Marketing Group?,Interviewed at Montage Marketing Group,4.8,Data Analyst,4 May 2022,0
"Expected Salary, job description etc.",Interviewed at Sandcube Analytics,2.6,Data Analyst,28 Sept 2018,0
Describe Yourself,Interviewed at Sandcube Analytics,2.6,Data Analyst,21 Oct 2018,0
based on some pdf which they will only send,Interviewed at Sandcube Analytics,2.6,Data Analyst,20 Sept 2017,0
what is your strength compare with others?,Interviewed at Hellobike,4.0,Data Analyst Intern,21 Aug 2022,0
Q: Tell me about projects you've worked in that are have similar challenges to this position?,Interviewed at Business Finland,3.7,Data Analyst Trainee,15 Sept 2021,0
How many years of experience do you have with advanced SQL queries?,Interviewed at BSTRO,3.4,Google Analytics & Marketing Data Analyst,16 Dec 2021,0
"How would every boss you've ever had rate you on a scale of 1-10, and describe why.",Interviewed at Cognius,4.4,Data Analyst,13 Sept 2017,0
"Não fazem muitas perguntas sem nexo e deixam claro o salraio proposto logo no início, isso é bom para evitar várias etapas e o canditado so saber o salario so no final.",Interviewed at IBOPE DTM,3.5,Data Analyst,14 Nov 2020,0
Why have you left your previous positions (despite the fact that they were temporary)?,Interviewed at Cognius,4.4,Data Analyst,20 Mar 2017,0
What are your strengths and weaknesses,Interviewed at GoodsMart,3.7,Junior Data Analyst,16 Jan 2023,0
"dcf, financial statements, trade recevabales and payables , outstanding income and expenses, prior  internships etc",Interviewed at Forensic Alpha,4.4,Data Transformation Analyst,4 Jun 2022,0
Are you detail oriented or a big picture thinker?,Interviewed at Sitelogic,4.7,Data Analyst,9 Aug 2015,0
"logical reasoning questions
SQL queries
projects mentioned in resume
power BI
excel",Interviewed at ZedEye Labs,4.3,Data Analyst,22 Jul 2024,0
Asked question based on Programming Language,Interviewed at Manish Consultants,4.6,Data Analyst,9 Mar 2021,0
Why do you think you are a good fit for this role?,Interviewed at NextGrowth Labs,3.6,Data Analyst,3 Aug 2024,0
What is Regression Analysis?,Interviewed at OM Technologies,3.8,Data Analyst,13 Jun 2018,0
what are your dreams and aspirations?,Interviewed at IC (Ghana),4.1,Data Analyst,10 Aug 2022,0
How do you perform basic excel functions?,Interviewed at IC (Ghana),4.1,Data analyst,29 Nov 2023,0
"Given a printed page of python code, describe what it does",Interviewed at Echologics,3.6,Senior Data Analyst,8 Nov 2019,0
"Any experience with Data analytics?
Do you have experience with MATLAB, Scilab, Octave? How you applied these tools?
Do you have experience with SQL and how did you apply it?
Do you have programming experience? What languages? 
Your greatest weakness? Strength?",Interviewed at Echologics,3.6,Data Analyst,8 Dec 2015,0
Describe your experience in analytics,Interviewed at Pacific CoaSaint Bankers Bank,2.9,Financial Data Analyst,1 Feb 2024,0
"self intro ,what's your interest. all simple question",Interviewed at Openrice,3.2,Data Analyst,27 Sept 2023,0
Introduce yourself,Interviewed at Winmax Systems,4.1,Data Analyst,12 Mar 2019,0
The Interviewer would ask about why you are interested in you domain of expertise.,Interviewed at Skills City,4.0,Data Analyst,10 Apr 2023,0
Write a lambda function in python with some requirement,Interviewed at Acmatix Solutions,3.2,Data Analyst,8 Jul 2024,0
why do you want to work for us?,Interviewed at McQuilling Services,3.4,Data Analyst Intern,21 Jul 2017,0
"Q: Basic personality questions, why did you apply, describe how you would fit, etc.",Interviewed at MetaLife (CA),4.5,Data Analyst,27 Aug 2022,0
"Tell me about your project? What is Statistical Modelling?
Are you familiar with R, Python?",Interviewed at Technical Consulting and Research,4.1,Statistical Data Mining Analyst,24 Mar 2021,0
What are you future goals?,Interviewed at Superior Extrusion,3.4,Asset Data Services Analyst,10 Jul 2012,0
Tell me something about you that is not on your resume,Interviewed at Superior Extrusion,3.4,Asset Data Services Analyst,10 Jul 2012,0
Tell me about yourself ?,Interviewed at Zimmerman Reed,3.9,Legal Data Analyst,25 Oct 2023,0
explain confidence interval in simple words,Interviewed at DataStory,3.7,Data Analyst,8 Feb 2023,0
tell me about your self?,Interviewed at Don Valley Advanced Solutions,4.0,Data Analyst,24 Jul 2023,0
What experience I had that would make me a good fit for the job,Interviewed at LifePlans,2.5,Research/Data Analyst,20 Feb 2016,0
What’s the process of cleaning data? How do you drop the duplicates? Why do you want to work here?,Interviewed at D4DT,1.3,Data Analyst Intern,21 Feb 2022,0
How can we tell if a customer will be retained?,Interviewed at LinCare (Brazil),2.2,Data Analyst,4 Mar 2021,0
What are your short and long term goals?,Interviewed at Phalanx Analysis Group,4.2,Senior Data Analyst,12 Apr 2019,0
"Acme Healthcare would like you to review their data. You should have received a set of
files with filenames using the naming convention: acme_data_.txt
along with this document. Your first task is to create a pipeline to ingest each of the files
into a table in a database.",Interviewed at Mpulse,3.6,Data Integration Analyst,5 Mar 2024,0
Asked about my experience with different software and analytics.,Interviewed at Scholly,3.6,Data Analyst,9 May 2022,0
calculate the pay-out of roulette and the mean revenue from it.,Interviewed at SuperPlay (Israel),4.3,Data Analyst,8 Jul 2023,0
"Basic Excel questions like VLOOKUP, Pivot tables, difference between SUM,SUMIF,SUMIF's Basic SQL questions like JOINS, difference between DELECT and TRUNCATE",Interviewed at VMMINING TECHNOLOGIES,3.8,Data Analyst,1 Mar 2024,0
What is a key frame,Interviewed at Srujan Infotech,3.4,Data Analyst,29 Oct 2023,0
Where do you see yourself after 3 months internship?,Interviewed at Global Dental Shop,4.7,Data Analyst,19 Jul 2018,0
What was your approach and why did you choose it ? (Regarding Case Studies),Interviewed at Spire Research & Consulting,3.7,Data Analyst Intern,17 Jul 2017,0
Tell me about yourself,Interviewed at Westwood Shipping Lines,3.0,Financial Data Analyst,26 Jan 2019,0
1. difference between local and global scope,Interviewed at Dolcera,3.6,Data Analyst,27 Mar 2023,0
"l'interlocuteur est impoli et n'est pas fiable, car il n'est pas présenté dans l'entretien",Interviewed at Visian,4.8,Data Analyst,6 Apr 2024,0
How to join two tables in SQL?,Interviewed at Skillfield,3.3,Associate Data Analyst,27 Sept 2024,0
Tell me about yourself ?,Interviewed at Teleparadigm Networks,3.4,Data Analyst Intern,11 Feb 2024,0
Have you used Excel at your previous company?,Interviewed at TMI Food,2.9,Inventory Data Analyst,19 Mar 2021,0
"They were asking for payment which I didn't agreed, so haven't appeared for interview at all.",Interviewed at Edusquare,2.7,Data Analyst,22 Feb 2023,0
How would you use data to deal with cumulative stock in inventory?,Interviewed at GS LOVE,2.2,Data Analyst,2 Nov 2017,0
Real life Problem solving questions,Interviewed at Airlift Technologies,4.6,Data Analyst,16 May 2022,0
"Describe your cv, describe your vision",Interviewed at Predictive Research,3.9,Data Analyst,12 Jan 2022,0
Previous Job connection with the wanted subject,Interviewed at Mart Cash & Carry S.A.,2.9,Data Analyst,8 Mar 2021,0
Normal behavioral questions questions about the role and about the case,Interviewed at Ministry of Public Health Qatar,3.6,Data Analyst,24 Mar 2021,0
"What kind of analysis do you  deal with on weekly basis? What are the deadlines?
Do you have any space for suggestions regarding analysis improvements?",Interviewed at EKO (Serbia),2.5,Marketing Data Analyst,24 Nov 2020,0
How would all your past employers describe you (just one thing)?,Interviewed at Sparkline Equipments,3.2,Data Analyst,18 Nov 2014,0
1.Convert string into date using pandas function. 2. Write program on for loop,Interviewed at Analytics Domain,5.0,Data Analyst Intern,24 Oct 2023,0
Some Questions about Important Metrics in different businesses,Interviewed at Balad,4.4,Senior Data Analyst,9 Nov 2021,0
PL/SQL Indexing SQL Pivot tables Excel,Interviewed at I-Teco,4.0,Data Analyst,17 Aug 2023,0
difference between vlookup and hlookup,Interviewed at OPEX,3.4,Data Analyst,25 Aug 2021,0
What are the projects I worked on before?,Interviewed at Cairo Trading,3.3,Data Analyst,23 Mar 2024,0
"Basic statistics, Data preprocessing, Machine learning, Decision tress.",Interviewed at Moneytor,3.8,Data Analyst,31 Jan 2024,0
We want you to draw a system with the given requirements on the shared drawing board (I had no idea they would be asking me to do that).,Interviewed at Invent Analytics,3.4,Data Analyst,2 Feb 2024,0
"What are your strengths and areas you are developing, standard behavioral questions and riddles",Interviewed at Business Science,4.3,Data Analyst,9 Jun 2022,0
Tell me about yourself. What they're really asking: What makes you the right fit for this job? ... What do data analysts do? ... What was your most successful/most challenging data analysis project? ... What's the largest data set you've worked with?,Interviewed at Everest DX,4.1,Data Analyst,14 Jun 2023,0
Basic concepts of Python and API's related questions.,Interviewed at Gazelle.ai,3.9,Data Quality Analyst,19 Jan 2023,0
What do you know about Novade?,Interviewed at Novade Solutions,4.2,Data Analyst Intern,18 Mar 2021,0
Ranging from my sailing skills to RVSM definition and stress management,"Interviewed at Jeppesen, a Boeing",3.4,Data Analyst,29 Dec 2022,0
Tell me about yourself?,Interviewed at WelcomeTech,3.8,Data Analyst,21 Feb 2019,0
How do you keep yourself motivated when doing work that is very boring and monotonous?,Interviewed at Health Market Science,3.1,Data Analyst,25 Jul 2014,0
Tell us your skills you acquired?,Interviewed at Pakistan Institute of Development Economics,3.9,Data Analyst,19 Dec 2023,0
They never showed up to the interview so no questions,Interviewed at Essentium,3.5,Data Analyst,13 Aug 2021,0
The project more into photo project or GIS project,Interviewed at Jabatan Ukur dan Pemetaan Malaysia,4.2,Maps Data Analyst,12 Jul 2023,0
Why do you choose to come to the Ewell,Interviewed at Ewell,2.0,Data Analyst -intern,17 Mar 2024,0
Do you have SQL experience?,Interviewed at GP Care Group,2.8,Data Analyst,30 May 2024,0
Could you explain your internship experience?,Interviewed at Enpara.com,4.2,Data Analyst,2 Mar 2021,0
"warum Sie hier arbeiten wollen, Ihre bisherigen Erfahrungen, im technischen Test ging es um SQL und Modellierung",Interviewed at Patronus,4.3,Data Analyst,21 Nov 2023,0
Can you tell me about yourself,Interviewed at SuperK,4.1,Data Analyst,7 Aug 2022,0
Explains tools used for data analysis. process and best practice.,Interviewed at Sullexis,3.9,Data Analyst,31 Jan 2023,0
"Explain the difference between MyVoters, EveryAction, and Voter Registration on VAN",Interviewed at The Movement Cooperative,3.0,Data Technology Analyst,6 Jul 2023,0
What does a data analyst do?,Interviewed at Fashion Fusion,3.2,Data Analyst,8 Mar 2024,0
Give us an elevator pitch of yourself.,Interviewed at IMG-Crown,3.0,Energy Data & Research Analyst,11 Jan 2018,0
"On a scale of 1-10, how would you rate your Excel skills?",Interviewed at IMG-Crown,3.0,Energy Data & Research Analyst,11 Jan 2018,0
What do you know about energy? What have you read in the news lately about it?,Interviewed at IMG-Crown,3.0,Energy Data & Research Analyst,11 Jan 2018,0
"Describe your management skills.
Did you ever have conflicts in your team setting?",Interviewed at Partners for HOME,4.3,Data Analyst,22 Aug 2024,0
Do you know SQL and comfortable with SQL SERVER implement?,Interviewed at Wave Plastic Surgery Center,3.7,Data Analyst,8 Mar 2019,0
"Given a employees and departments table, select the top 3 departments with at least ten employees and rank them according to the percentage of their employees making over 100K in salary.",Interviewed at Physis,4.8,Data Analyst,3 Feb 2022,0
SQL Capabilities,Interviewed at Michigan Republican Party,3.8,Data Analyst,20 Feb 2019,0
"What do you know about the economy ?

What do you know about asset management ?",Interviewed at BlueStar AMG,4.9,Junior Data Analyst,16 Aug 2022,0
Which of the values represents you the best,Interviewed at Tower Hamlets Community Housing,2.4,Data and Insight Analyst,20 Jul 2021,0
Common SQL questions（normally five ones）.,Interviewed at Joyy,4.1,Data Analyst Intern,3 Nov 2021,0
Why would you want to work with us?,Interviewed at Sigma Cipta Utama,4.3,Data Analyst,14 Jan 2021,0
"Just a basic ""walk me through your resume"". Followed by basic data related questions not too technical. I got asked about my aspirations and had to describe some of my Machine Learning projects",Interviewed at Open Insights,3.6,Data Analyst,2 Apr 2021,0
"any experience on tableau and sql, give us examples about how and where you use it.",Interviewed at Saint Barnabas Medical Center,3.6,Clinical Data Analyst,26 Oct 2015,0
