question,company,rating,position,date,comments
"1. A generic online IQ/Pattern Matching quiz, for which you can easily find examples online

2. A set of online logic tests, 30 minutes each. They range from traditional text comprehension to measuring analytics skills. No specific background required, but a little probability background can help, along with keeping an Excel sheet under hand. I found them quite enjoyable and stimulating, tbh.

3. Other online tests. 2 coding problems, where you can use whatever language you want. 1h each. One personality questionnaire, where you have to answer some more traditional HR questions

4. First HR interview

5. A live problem solving interview, where I had to solve 2 logic problems

6. Another HR interview, similar to (4) but with a different interviewer

7. A technical interview specific to your role

After that, you might have to do more technical interviews, or have a chat with other teams. It really depends on how well you scored in the previous steps and how well you fit in the position you applied for.",Interviewed at Bending Spoons,4.8,AI Researcher,26 Feb 2022,0
Quiz tests to assess the general problem-solving aptitude.,Interviewed at Bending Spoons,4.8,AI Researcher,7 Mar 2022,0
"Bitwise operators (AND, OR, XOR...) Logical questions",Interviewed at Bending Spoons,4.8,AI Engineer,22 Jan 2023,0
Non ho ricevuto domande e.,Interviewed at Bending Spoons,4.8,AI Engineer,11 Nov 2021,0
Which elements should be present in a working team according to you?,Interviewed at Bending Spoons,4.8,AI Researcher,15 Jan 2022,0
your experience etc,Interviewed at Intact,3.9,AI Developer,23 Sept 2019,0
1. How do you manage your projects ? 2. How did you deploy the Ml models ? 3. Are you okay in working at a 100% individual contributor capacity ?,Interviewed at Axtria,3.4,Manager AI/ML,5 Oct 2023,0
DSA and technical questions based on resume,Interviewed at Techolution,3.8,AI Engineer,22 Oct 2024,0
Se un orologio segna le 15:15 qual è l’angolo che si forma tra la lancetta delle ore e quella dei minuti?,Interviewed at EY,3.7,AI &amp; Data Analyst,11 Jun 2024,0
What is NPL used for?,Interviewed at MarketStar,3.5,AI Engineer,3 Dec 2024,0
Behaviour questions. Past experience. Languages and technology I used in the past.,Interviewed at Autodesk,4.2,"Principal Software Engineer, AI/ML Platform",15 May 2024,0
Explain diffusion models and explain a research paper in 5 minutes by taking a glance at it,Interviewed at Autodesk,4.2,Quantum AI Research Scientist,26 Mar 2024,0
Stimare i MAU in uno scenario di apertura di una nuova app con diverse strategie di pricing,Interviewed at Bending Spoons,4.8,AI Engineer,16 Jan 2024,0
Time complexity questions and cloud optimization.,Interviewed at Bending Spoons,4.8,AI Software Engineer,29 Feb 2024,0
"Technical, problem solving, motivational, logical.",Interviewed at Bending Spoons,4.8,AI Research Engineer,3 Apr 2024,0
What recent AI discovery inspired you the most,Interviewed at Bending Spoons,4.8,AI Research Engineer,29 Nov 2024,0
I cannot share for NDA,Interviewed at Bending Spoons,4.8,AI Software Engineer,10 May 2023,0
wat wil je bereiken in deze functie?,Interviewed at Stedin,4.4,AI Developer,16 May 2024,0
"Tell me how you dealt with conflict, tell me a complex project with which you applied AI/ML in.",Interviewed at Verizon,4.1,AI/ML Engineer Intern,26 Dec 2024,0
"python programming, rag process, transformers, llms, fine tuning",Interviewed at EXL Service,3.5,AI Engineer,8 Jan 2025,0
Why are you interested in working in this field?,Interviewed at Northrop Grumman,3.9,AI Software Intern,24 Feb 2017,0
"The first one was basic AI/ML concepts, second one details a discussion on new GenAI techniques and how it work. Focused a little bit on my work and experience",Interviewed at Synechron,4.1,AI/ML Engineer,18 Sept 2024,0
"Explain your work in your last role.
How did you manage data imbalance?
What metrics you used for evaluation?
What is RMSE?
What is MAE?
What is confusion matrix?",Interviewed at Robert Bosch,4.2,AI Developer,17 Nov 2024,0
"1. Question from projects in deep. Scenario based questions.
2. Random questions from Random stream, I got questions from networking , what are Ethernet , what is the maximum bandwidth. And infra questions like why containers , what is CUDA etc",Interviewed at Xoriant,3.9,AI Engineer,15 Apr 2024,0
"They asked about academic project ,LLM",Interviewed at R Systems,3.8,AI Engineer,26 Jun 2024,0
Warum interessierst du dich für AI?,Interviewed at Microsoft,4.2,Azure Data &amp; AI Sales Specialist,9 Sept 2024,0
"The interview questions covered various topics, including JavaScript concepts, working with APIs, and writing SQL queries.",Interviewed at DevRev,4.4,Applied AI Engineer,12 Feb 2025,0
Asked for job expertise and experience level of different AI tools.,Interviewed at Synopsys,4,AI/ML Engineer,17 Mar 2025,0
Answer a question like an AI would,Interviewed at Invisible Technologies,3.8,Advanced AI Data Trainer,27 Jun 2023,0
Walk us through your projects and internships.,Interviewed at Lenovo,3.9,AI/ML Software Engineer,23 Aug 2019,0
Why do you think you will be a good fit?,Interviewed at Invisible Technologies,3.8,Senior AI trainer,16 Apr 2024,0
Assess accuracy and appropriateness of AI responses,Interviewed at Invisible Technologies,3.8,Advanced AI Trainer,8 Jun 2024,0
What was the best option for the given question and why?,Interviewed at Invisible Technologies,3.8,Advanced AI Data Trainer,9 Aug 2024,0
What do you think you are a better candidate for this job?,Interviewed at Invisible Technologies,3.8,Advanced data ai trainer,9 Aug 2024,0
Answer a question like an AI would,Interviewed at Invisible Technologies,3.8,Advanced AI Data Trainer,27 Jun 2023,0
Describe your 3 best skills - this question was asked at the initial screening over the phone.,Interviewed at Rolls-Royce,4,AI Development Specialist,29 Dec 2018,0
"Q: What is your interest?
Q Hypothesis testing?
Most of the questions were based on previous work and research papers.",Interviewed at General Motors (GM),3.6,AI/ML Scientist,17 Aug 2021,0
"Fundamental ML, previous projects deep dive, behavioral questions",Interviewed at General Motors (GM),3.6,AI Scientist,1 Oct 2023,0
"Leetcode Medium, Group Anagrams (Number 49)",Interviewed at Paradyme Management,3.7,AI/ML Software Engineer,13 Feb 2024,0
Describe the OOP's concepts and the uses,Interviewed at NetApp,4.1,AI Intern,5 Mar 2024,0
How you manage time in doing projects and academics as well?,Interviewed at NetApp,4.1,AI Intern,8 Apr 2024,0
Tell me about the previous experience you have worked related to AI,Interviewed at Foot Locker,3.6,AI Intern,23 Apr 2024,0
What do you know about us,Interviewed at Johns Hopkins University Applied Physics Laboratory,4.2,AI Research Engineer,25 Feb 2025,0
"Some RTOS questions.
Why do you want to join KeepT+",Interviewed at Motive,4.1,AI Firmware Engineer,8 Mar 2021,0
Talk about a programming project,Interviewed at Microsoft,4.2,AI Residency Program (Cambridge),7 May 2018,0
Derive logistic regression loss function.,Interviewed at Microsoft,4.2,AI Intern,25 Jun 2018,0
"Maths test: Bar charts, logic questions, memory 
Pymetrics test: Games based, reaction time games",Interviewed at AstraZeneca,4,Data Science & AI Graduate Program,10 Feb 2022,0
"General questions about what I was doing in previous roles, describe some of the projects.",Interviewed at Arm,4.4,Senior AI Technology Engineer,26 Oct 2018,0
[Behavioral] What was some critical feedback you got from a teammate? How did you respond to it?,Interviewed at Microsoft,4.2,AI Development Acceleration Program,2 Dec 2018,0
"Behaviour
1)  What was the most complex project you worked on (in which you applied your technical skills!), what was your role, what challenges you had and how you overcome them.
1.1) How did you tested your code in that previously challenging project you mentioned?
1.2) What language did you use for this and how many lines of codes did you have?
2) What's your motivation for this program?
3) What have you done to prepare for AI career?

Code
1) How would you describe good code and great code?
2) Which language you prefer?  (I complemented with a because...)

Others
1) How would you explain Cloud Computing to a six year old person?

Technical
She showed me a graphic and asked me to say which line was best to split the samples plotted. (she wanted a straight answer, no very complex explanations)",Interviewed at Microsoft,4.2,Microsoft AI Residency Program,15 Feb 2019,0
"Given two classifiers, choose the best one and explain why.",Interviewed at Microsoft,4.2,AI Residency,11 Mar 2019,0
Why use Lstm over  gru or rnn,Interviewed at Vestas Wind Systems,4,AI Analyst,4 Jul 2021,0
Sentiment analysis using unsupervised learning,Interviewed at Vestas Wind Systems,4,AI Analyst,4 Jul 2021,0
"Describe a project that you are proud of.

Overfitting-Underfitting-importance of i.i.d. assumption",Interviewed at Microsoft,4.2,Senior AI Support Engineer,13 Aug 2021,0
"Basic machine learning scenario/questions, 1 Leetcode easy question.",Interviewed at OKG,4.1,AI Engineer,14 Nov 2024,0
Qué sabes del operador Walrus?,Interviewed at AstraZeneca,4,AI Scientist,4 Mar 2025,0
"var, const, let
hoisting, 
setInterval, setTimeout, React Hooks , and tailwind CSS",Interviewed at CARS24.com,3.8,AI Intern,24 Mar 2025,0
"Correlation coefficient
Langchain
Question on projects
System design",Interviewed at Birlasoft,3.5,Gen AI Lead,31 May 2024,0
What is a decorator and async in Python? What is object-oriented programming? Describe your process when you encounter an issue you do not know how to solve.,Interviewed at Intact,3.9,AI Developer Intern,12 Dec 2023,0
"water jug questions 
and basic puzzles",Interviewed at Emerson,3.9,AI/ML Engineer,19 Sept 2024,0
Domande di logica generale e di probabilità e statistica,Interviewed at Bending Spoons,4.8,Junior AI Engineer,28 Feb 2025,0
Mathematical analysis of sales of a company or how can know and assess the best sales approaches.,Interviewed at Bending Spoons,4.8,ML/AI Engineer,28 Feb 2025,0
What would you do if we put you in a blender on your first day of work?,Interviewed at Bentley Systems,3.9,AI Scientist,13 Dec 2024,0
"Given a json object broken into meta data and samples,  rearrange the metadata field to have a prioritized field at the top, then rearrange all the subsequent samples to match.",Interviewed at Paradyme Management,3.7,Junior AI/ML Software Developer,17 Aug 2024,0
"var, const, let
hoisting, 
setInterval, setTimeout, React Hooks , and tailwind CSS",Interviewed at CARS24.com,3.8,AI Intern,24 Mar 2025,0
They will ask strength based questions and give you a case study,Interviewed at Capgemini Invent,3.8,Analytics and AI Consultant,12 Mar 2023,0
Talk about your prev proj experience,Interviewed at Stuart,3,ML/AI Engineer,12 Feb 2025,0
[Behavioral] What was some critical feedback you got from a teammate? How did you respond to it?,Interviewed at Microsoft,4.2,AI Development Acceleration Program,2 Dec 2018,0
Why use Lstm over  gru or rnn,Interviewed at Vestas Wind Systems,4,AI Analyst,4 Jul 2021,0
"Maths test: Bar charts, logic questions, memory 
Pymetrics test: Games based, reaction time games",Interviewed at AstraZeneca,4,Data Science & AI Graduate Program,10 Feb 2022,0
I don't think I am allowed to say,Interviewed at Grammarly,3.7,Lead AI Security Researcher,28 Jun 2024,0
Questions about the Machine Projects in your CV,Interviewed at Fidelity Investments,4.1,ML/AI Intern,13 Sept 2024,0
"Coding quiz e SQL , generale risoluzione dei priblemi",Interviewed at PwC,3.8,Junior AI Engineer,19 Oct 2024,0
"In Data structure round question was about e commerce site web crawling ,interviewer wanted to understand implementation of Tree Traversal algorithm.",Interviewed at Adobe,4.2,Senior AI /ML consultant,3 Nov 2023,0
"Python oops concepts
Gen AI fundamentals
Prompt Engineering
How to store and retrieve data for an LLM for search
And mostly they check how we approach the question/problem.",Interviewed at PwC,3.8,Gen AI Data Scientist,29 May 2024,0
I was asked to justify the tools/technologies I used in one of my projects.,Interviewed at PwC,3.8,AI Engineer,9 Feb 2025,0
